Data,0,record,timestamp,"920300774",s,position_lat,"617217313",semicircles,position_long,"-14816354",semicircles,distance,"173.9",m,speed,"5.381",m/s,unknown,"850",,unknown,"100",,heart_rate,"101",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.381|5.381|5.381",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300775",s,position_lat,"617217880",semicircles,position_long,"-14816501",semicircles,distance,"179.26",m,speed,"5.386",m/s,unknown,"850",,unknown,"100",,heart_rate,"101",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.386|5.386|5.386",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300776",s,position_lat,"617218454",semicircles,position_long,"-14816654",semicircles,distance,"184.68",m,speed,"5.39",m/s,unknown,"809",,unknown,"100",,heart_rate,"101",bpm,cadence,"40",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.39|5.39|5.39",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300777",s,position_lat,"617219016",semicircles,position_long,"-14816831",semicircles,distance,"190.02",m,speed,"5.389",m/s,unknown,"808",,unknown,"100",,heart_rate,"101",bpm,cadence,"40",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.389|5.389|5.389",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300778",s,position_lat,"617219570",semicircles,position_long,"-14816987",semicircles,distance,"195.27",m,speed,"5.396",m/s,unknown,"790",,unknown,"100",,heart_rate,"101",bpm,cadence,"41",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.396|5.396|5.396",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300779",s,position_lat,"617220147",semicircles,position_long,"-14817153",semicircles,distance,"200.73",m,speed,"5.407",m/s,unknown,"791",,unknown,"100",,heart_rate,"101",bpm,cadence,"41",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.407|5.407|5.407",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300780",s,position_lat,"617220704",semicircles,position_long,"-14817299",semicircles,distance,"205.99",m,speed,"5.385",m/s,unknown,"850",,unknown,"100",,heart_rate,"100",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.385|5.385|5.385",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300781",s,position_lat,"617221254",semicircles,position_long,"-14817454",semicircles,distance,"211.19",m,speed,"5.378",m/s,unknown,"849",,unknown,"100",,heart_rate,"99",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.378|5.378|5.378",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300782",s,position_lat,"617221816",semicircles,position_long,"-14817621",semicircles,distance,"216.52",m,speed,"5.379",m/s,unknown,"807",,unknown,"100",,heart_rate,"98",bpm,cadence,"40",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.379|5.379|5.379",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300783",s,position_lat,"617222352",semicircles,position_long,"-14817755",semicircles,distance,"221.59",m,speed,"5.34",m/s,unknown,"822",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.34|5.34|5.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300784",s,position_lat,"617222903",semicircles,position_long,"-14817851",semicircles,distance,"226.75",m,speed,"5.324",m/s,unknown,"819",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.324|5.324|5.324",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300785",s,position_lat,"617223458",semicircles,position_long,"-14817984",semicircles,distance,"231.99",m,speed,"5.298",m/s,unknown,"815",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.298|5.298|5.298",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300786",s,position_lat,"617223994",semicircles,position_long,"-14818100",semicircles,distance,"237.02",m,speed,"5.261",m/s,unknown,"831",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.261|5.261|5.261",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300787",s,position_lat,"617224546",semicircles,position_long,"-14818206",semicircles,distance,"242.21",m,speed,"5.247",m/s,unknown,"828",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.247|5.247|5.247",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300788",s,position_lat,"617225089",semicircles,position_long,"-14818315",semicircles,distance,"247.31",m,speed,"5.22",m/s,unknown,"803",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.22|5.22|5.22",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300789",s,position_lat,"617225606",semicircles,position_long,"-14818471",semicircles,distance,"252.21",m,speed,"5.184",m/s,unknown,"797",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.184|5.184|5.184",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300790",s,position_lat,"617226154",semicircles,position_long,"-14818626",semicircles,distance,"257.41",m,speed,"5.179",m/s,unknown,"797",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.179|5.179|5.179",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300791",s,position_lat,"617226697",semicircles,position_long,"-14818794",semicircles,distance,"262.56",m,speed,"5.154",m/s,unknown,"793",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.154|5.154|5.154",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300792",s,position_lat,"617227210",semicircles,position_long,"-14818924",semicircles,distance,"267.4",m,speed,"5.118",m/s,unknown,"787",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.118|5.118|5.118",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300793",s,position_lat,"617227729",semicircles,position_long,"-14819062",semicircles,distance,"272.31",m,speed,"5.094",m/s,unknown,"804",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.094|5.094|5.094",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300794",s,position_lat,"617228243",semicircles,position_long,"-14819195",semicircles,distance,"277.16",m,speed,"5.054",m/s,unknown,"820",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.054|5.054|5.054",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300795",s,position_lat,"617228764",semicircles,position_long,"-14819290",semicircles,distance,"282.05",m,speed,"5.039",m/s,unknown,"817",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.039|5.039|5.039",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300796",s,position_lat,"617229284",semicircles,position_long,"-14819389",semicircles,distance,"286.93",m,speed,"5.016",m/s,unknown,"813",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.016|5.016|5.016",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300797",s,position_lat,"617229811",semicircles,position_long,"-14819522",semicircles,distance,"291.9",m,speed,"4.994",m/s,unknown,"967",,unknown,"100",,heart_rate,"98",bpm,cadence,"31",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.994|4.994|4.994",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300798",s,position_lat,"617230332",semicircles,position_long,"-14819644",semicircles,distance,"296.81",m,speed,"4.984",m/s,unknown,"965",,unknown,"100",,heart_rate,"98",bpm,cadence,"31",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.984|4.984|4.984",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300799",s,position_lat,"617230858",semicircles,position_long,"-14819750",semicircles,distance,"301.76",m,speed,"4.964",m/s,unknown,"993",,unknown,"100",,heart_rate,"98",bpm,cadence,"30",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.964|4.964|4.964",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300800",s,position_lat,"617231400",semicircles,position_long,"-14819898",semicircles,distance,"306.88",m,speed,"4.965",m/s,unknown,"993",,unknown,"100",,heart_rate,"98",bpm,cadence,"30",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.965|4.965|4.965",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300801",s,position_lat,"617231924",semicircles,position_long,"-14820028",semicircles,distance,"311.8",m,speed,"4.969",m/s,unknown,"932",,unknown,"100",,heart_rate,"98",bpm,cadence,"32",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.969|4.969|4.969",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300802",s,position_lat,"617232459",semicircles,position_long,"-14820106",semicircles,distance,"316.81",m,speed,"4.953",m/s,unknown,"959",,unknown,"100",,heart_rate,"98",bpm,cadence,"31",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.953|4.953|4.953",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300803",s,position_lat,"617233015",semicircles,position_long,"-14820186",semicircles,distance,"322.02",m,speed,"4.958",m/s,unknown,"901",,unknown,"100",,heart_rate,"98",bpm,cadence,"33",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.958|4.958|4.958",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300804",s,position_lat,"617233567",semicircles,position_long,"-14820261",semicircles,distance,"327.18",m,speed,"4.984",m/s,unknown,"906",,unknown,"100",,heart_rate,"98",bpm,cadence,"33",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.984|4.984|4.984",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300805",s,position_lat,"617234113",semicircles,position_long,"-14820378",semicircles,distance,"332.32",m,speed,"5.003",m/s,unknown,"790",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.003|5.003|5.003",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300806",s,position_lat,"617234668",semicircles,position_long,"-14820439",semicircles,distance,"337.5",m,speed,"5.032",m/s,unknown,"794",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.032|5.032|5.032",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300807",s,position_lat,"617235213",semicircles,position_long,"-14820526",semicircles,distance,"342.6",m,speed,"5.05",m/s,unknown,"797",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.05|5.05|5.05",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300808",s,position_lat,"617235718",semicircles,position_long,"-14820666",semicircles,distance,"347.39",m,speed,"5.041",m/s,unknown,"796",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.041|5.041|5.041",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300809",s,position_lat,"617236224",semicircles,position_long,"-14820850",semicircles,distance,"352.22",m,speed,"5.03",m/s,unknown,"794",,unknown,"100",,heart_rate,"98",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.03|5.03|5.03",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300810",s,position_lat,"617236712",semicircles,position_long,"-14821040",semicircles,distance,"356.9",m,speed,"5.01",m/s,unknown,"771",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.01|5.01|5.01",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300811",s,position_lat,"617237221",semicircles,position_long,"-14821243",semicircles,distance,"361.79",m,speed,"5.006",m/s,unknown,"770",,unknown,"100",,heart_rate,"98",bpm,cadence,"39",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"5.006|5.006|5.006",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300812",s,position_lat,"617237726",semicircles,position_long,"-14821471",semicircles,distance,"366.68",m,speed,"4.987",m/s,unknown,"831",,unknown,"100",,heart_rate,"98",bpm,cadence,"36",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.987|4.987|4.987",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300813",s,position_lat,"617238196",semicircles,position_long,"-14821716",semicircles,distance,"371.29",m,speed,"4.958",m/s,unknown,"826",,unknown,"100",,heart_rate,"99",bpm,cadence,"36",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.958|4.958|4.958",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300814",s,position_lat,"617238674",semicircles,position_long,"-14821964",semicircles,distance,"375.98",m,speed,"4.932",m/s,unknown,"800",,unknown,"100",,heart_rate,"99",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.932|4.932|4.932",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300815",s,position_lat,"617239141",semicircles,position_long,"-14822276",semicircles,distance,"380.68",m,speed,"4.89",m/s,unknown,"793",,unknown,"100",,heart_rate,"99",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.89|4.89|4.89",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300816",s,position_lat,"617239592",semicircles,position_long,"-14822593",semicircles,distance,"385.27",m,speed,"4.843",m/s,unknown,"785",,unknown,"100",,heart_rate,"99",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.843|4.843|4.843",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300817",s,position_lat,"617240025",semicircles,position_long,"-14822971",semicircles,distance,"389.85",m,speed,"4.797",m/s,unknown,"778",,unknown,"100",,heart_rate,"99",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.797|4.797|4.797",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300818",s,position_lat,"617240479",semicircles,position_long,"-14823343",semicircles,distance,"394.6",m,speed,"4.76",m/s,unknown,"752",,unknown,"100",,heart_rate,"99",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.76|4.76|4.76",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300819",s,position_lat,"617240938",semicircles,position_long,"-14823684",semicircles,distance,"399.32",m,speed,"4.728",m/s,unknown,"747",,unknown,"100",,heart_rate,"99",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.728|4.728|4.728",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300820",s,position_lat,"617241392",semicircles,position_long,"-14824045",semicircles,distance,"404.04",m,speed,"4.723",m/s,unknown,"766",,unknown,"100",,heart_rate,"99",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.723|4.723|4.723",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300821",s,position_lat,"617241838",semicircles,position_long,"-14824415",semicircles,distance,"408.71",m,speed,"4.71",m/s,unknown,"744",,unknown,"100",,heart_rate,"99",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.71|4.71|4.71",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300822",s,position_lat,"617242292",semicircles,position_long,"-14824769",semicircles,distance,"413.41",m,speed,"4.712",m/s,unknown,"744",,unknown,"100",,heart_rate,"99",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.712|4.712|4.712",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300823",s,position_lat,"617242734",semicircles,position_long,"-14825159",semicircles,distance,"418.11",m,speed,"4.696",m/s,unknown,"761",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.696|4.696|4.696",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300824",s,position_lat,"617243157",semicircles,position_long,"-14825498",semicircles,distance,"422.52",m,speed,"4.656",m/s,unknown,"755",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.656|4.656|4.656",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300825",s,position_lat,"617243584",semicircles,position_long,"-14825884",semicircles,distance,"427.07",m,speed,"4.652",m/s,unknown,"754",,unknown,"100",,heart_rate,"98",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.652|4.652|4.652",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300826",s,position_lat,"617244001",semicircles,position_long,"-14826301",semicircles,distance,"431.65",m,speed,"4.643",m/s,unknown,"774",,unknown,"100",,heart_rate,"98",bpm,cadence,"36",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.643|4.643|4.643",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300827",s,position_lat,"617244434",semicircles,position_long,"-14826716",semicircles,distance,"436.35",m,speed,"4.642",m/s,unknown,"774",,unknown,"100",,heart_rate,"98",bpm,cadence,"36",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.642|4.642|4.642",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300828",s,position_lat,"617244845",semicircles,position_long,"-14827183",semicircles,distance,"441.03",m,speed,"4.65",m/s,unknown,"734",,unknown,"100",,heart_rate,"97",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.65|4.65|4.65",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300829",s,position_lat,"617245251",semicircles,position_long,"-14827616",semicircles,distance,"445.58",m,speed,"4.646",m/s,unknown,"753",,unknown,"100",,heart_rate,"97",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.646|4.646|4.646",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300830",s,position_lat,"617245664",semicircles,position_long,"-14828061",semicircles,distance,"450.21",m,speed,"4.636",m/s,unknown,"752",,unknown,"100",,heart_rate,"97",bpm,cadence,"37",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.636|4.636|4.636",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"920300831",s,position_lat,"617246068",semicircles,position_long,"-14828526",semicircles,distance,"454.83",m,speed,"4.629",m/s,unknown,"731",,unknown,"100",,heart_rate,"97",bpm,cadence,"38",rpm,fractional_cadence,"0.0",rpm,enhanced_speed,"4.629|4.629|4.629",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
